Price,Length,Width,Height,Weight,Category
1813.686373823385,3101.4767536946556,1794.4628978120516,2141.0980031496865,41.159406895185946,Furniture
8.305800460419064,1.7120873374276535,1.2175299775393387,1.3167863798517694,0.020535658554021993,Everyday Items
3.9740550548990834,0.8543700351681578,0.7835357345989507,0.16009491958365193,0.019247575195246423,Everyday Items
608.0638529293285,317.81431776044235,593.1728304593524,319.9394602328033,21.538340987410127,Furniture
8.4790748852714,2.2303871284029624,2.2107305083513245,0.6325460524899991,0.03697964901575499,Everyday Items
1465.5644151981844,975.9272556511299,476.18116761851866,2187.544524179887,22.676349472021613,Furniture
500.26355824972876,183.6082796688413,46.564515893602014,27.320405142078016,0.3421346363988159,Electronics
297.1499014139486,116.58034121950311,87.7555784954603,19.66401692598299,1.0233205832168608,Electronics
10.045077340870174,4.984957657194839,2.3909112953784644,0.5022580136887672,0.02568589782164263,Everyday Items
826.8960633640978,153.31028965072358,145.91670327920366,141.66924564501483,3.140226238356589,Electronics
11.21326272916658,0.6322989029489503,1.1163996100604558,1.0707465875432876,0.039193197639753666,Everyday Items
278.1383378392834,36.254033777168324,22.868514800318437,11.973368983476917,0.32919400101033014,Electronics
723.6429007888448,854.6113147985528,603.3104004478334,263.26319499117994,10.014396205437588,Furniture
17.316154402062022,5.804417867361633,1.7032916507798472,2.000123311559238,0.04649630142657107,Everyday Items
217.70163040523286,40.97024591910178,21.032059929942246,34.903058576240376,0.4518535941525497,Electronics
3.78555770684006,0.4612696660584288,0.9211112799183486,0.48112637356479004,0.0012106846960216653,Everyday Items
517.7092060011229,171.31598774626565,137.91477449855745,101.7469857549376,1.2084000394976222,Electronics
7.566913703687019,3.128662041353327,0.7303133116536147,0.16660942349093422,0.005640201335978862,Everyday Items
340.3240047157041,153.37051967254888,101.78532319005353,29.36850348578334,0.8571903515380513,Electronics
786.8312583790611,382.2352775443068,79.42401778167432,89.8556053743827,1.4100966731858935,Electronics
684.5239988634457,242.23148705896165,62.62622708288109,122.35660882547539,1.6590832773490995,Electronics
729.9729282276681,1301.2098141132305,324.8036928386338,213.5212939799569,5.91667999136672,Furniture
385.68461662475016,128.61133515843338,26.779494245313586,75.35932814295207,1.904490716343588,Electronics
15.420559805226581,4.244953037370304,4.25888074500635,0.583772521982296,0.050348847531228966,Everyday Items
813.3068838656061,173.08295213069556,76.74354479978558,126.15256371261694,3.3595725560787004,Electronics
1309.1111349134114,1291.7885839872101,639.7080264166683,586.7495809914478,47.466855307028936,Furniture
574.9484926507764,350.74508632633086,439.3770031739519,559.9861947558109,13.615674022968129,Furniture
251.4425979128153,86.5949186360952,38.40964646172252,43.0406953765213,1.144089984436018,Electronics
16.420913274452218,2.992917399094368,2.4714807395827076,2.4324876871381496,0.05739616797949287,Everyday Items
522.316025808006,181.31620860413759,139.5765508648231,64.09327124346733,0.3325804300597941,Electronics
721.8767025977287,116.23342278631704,140.09612042555426,93.2727563298257,1.7387035784153384,Electronics
12.418186704952447,0.8125723191352726,2.04084010197332,0.48952627979806806,0.012372516801840715,Everyday Items
1277.0997800689763,1717.8180077649831,941.5160584532357,1690.5777183116638,40.11644065518239,Furniture
520.7167503958885,195.45673857262605,82.6413072050533,33.509354894975104,2.1796997121526696,Electronics
1202.1687858719638,1532.8223985801817,999.1746251711335,681.9240956118397,25.110021157338878,Furniture
1019.2248257352297,1149.261911738079,561.0505234956912,990.5997145998215,31.49578416867754,Furniture
206.0525080344433,87.74331643749683,44.56901431722044,23.521259835848987,0.4357468994750969,Electronics
10.7396896379608,1.942751693689142,1.683337314301807,1.8578909025920993,0.017119337098942766,Everyday Items
6.368455082854139,1.1180060483134477,0.887390202327104,1.2722304611032038,0.002352092743566361,Everyday Items
892.2740044784434,249.75986035053708,88.02785221991398,76.91105965406985,2.108964459221158,Electronics
924.8287805052225,115.07754010185049,110.25754344654426,152.70424196800244,3.576468826566915,Electronics
17.166202389119814,3.0686435417124573,3.4833789034042217,1.196326242344916,0.08229577376868989,Everyday Items
12.984637983279793,3.3116319001886,2.0794207173384947,1.999342698483212,0.01923544196086006,Everyday Items
198.1947943193925,24.424227258740714,52.827640480026474,25.408711787041856,0.730610742297398,Electronics
977.9603120851264,141.10816960997425,152.20691381001356,26.95692984196517,3.745166047904905,Electronics
865.1370698896644,1305.284979008332,672.673644368565,527.5703310261232,9.511703304598756,Furniture
